Xa       Ya       Xb       Yb      Type     Flux     Speed
 2.62532  48.8381  2.62532  48.8381     7      1196      60
 2.62651   48.84   2.62651   48.84      3       513      46
 2.62739  48.8398  2.62739  48.8398     3       556      45
 2.63006  48.8396  2.63006  48.8396     3       915      12
 2.63352   48.84   2.63352   48.84     10      1626      44
 2.6309   48.8381  2.6309   48.8381     3       784      39
 2.63041  48.8393  2.63041  48.8393     3       915      36
 2.62965  48.8395  2.62965  48.8395     3      1110      30
 2.62854  48.8397  2.62854  48.8397     3       915      38
 2.62961  48.8397  2.62961  48.8397     3       915      36
 2.62991  48.8394  2.62991  48.8394     3      1110       9
 2.63022  48.8393  2.63022  48.8393     3      1110      27
 2.62597  48.8401  2.62597  48.8401     3       751      40
 2.62272  48.841   2.62272  48.841      3       513      43
 2.62574  48.8391  2.62574  48.8391    17       195      48
 2.62662  48.8399  2.62662  48.8399     3       556      40
 2.62739  48.8398  2.62739  48.8398     3       513      60
 2.62854  48.8397  2.62854  48.8397     3      1110      35
 2.62785  48.8406  2.62785  48.8406    17       771      39
 2.62805  48.8416  2.62805  48.8416     7      1990      60
 2.6267    48.84   2.6267    48.84      7      1002      86
 2.62813  48.8418  2.62813  48.8418     7      1990      60
 2.62813  48.8418  2.62813  48.8418     7      1002      60
 2.62986  48.8437  2.62986  48.8437     7      1990      81
 2.61953  48.8318  2.61953  48.8318    17       412      79
 2.62125  48.8321  2.62125  48.8321     7       784      100
 2.62075  48.8313  2.62075  48.8313     7      1967      93
 2.61329  48.8312  2.61329  48.8312     7      3887      106
 2.6175   48.8309  2.6175   48.8309     7      3475      106
 2.61801  48.8394  2.61801  48.8394    10       134      263
  2.611   48.8414   2.611   48.8414     3       420      38
 2.62272  48.841   2.62272  48.841      3       751      39
 2.62098  48.8451  2.62098  48.8451     3       86       44
 2.63634  48.8463  2.63634  48.8463     7      1071      80
 2.63451  48.8461  2.63451  48.8461    17       281      84
 2.63558  48.8466  2.63558  48.8466     7       331      93
 2.64102  48.8465  2.64102  48.8465     7      1071      90
 2.63773  48.8464  2.63773  48.8464     7       612      60
 2.63152  48.8456  2.63152  48.8456     7      1002      60
 2.62986  48.8437  2.62986  48.8437     7      1002      86
 2.63163  48.8455  2.63163  48.8455     7      1990      60
 2.63324  48.846   2.63324  48.846     17       868      69
 2.63275  48.8462  2.63275  48.8462    17      1121      68
 2.63195  48.8472  2.63195  48.8472     7      1452      88
 2.63035  48.8475  2.63035  48.8475     7       924      60
 2.62767  48.8482  2.62767  48.8482     7      1452      86
 2.63259  48.8469  2.63259  48.8469     7       203      110
 2.63103  48.8466  2.63103  48.8466    17       721      81
 2.6238   48.8489  2.6238   48.8489    17       474      40
 2.62227  48.8488  2.62227  48.8488     3       724      30
 2.6225   48.8495  2.6225   48.8495     3       206      47
 2.62234  48.8485  2.62234  48.8485     3       922      30
 2.62277  48.8488  2.62277  48.8488     3       474      30
 2.62254  48.8488  2.62254  48.8488     3       206      45
 2.62098  48.8451  2.62098  48.8451     3       327      39
 2.62246  48.8485  2.62246  48.8485     3       680      45
 2.62767  48.8482  2.62767  48.8482     7       924      86
 2.62491  48.8489  2.62491  48.8489     7      1452      60
 2.62357  48.8495  2.62357  48.8495    17       737      27
 2.6222   48.8494  2.6222   48.8494     7       715      89
 2.62487  48.8488  2.62487  48.8488     7       924      60
 2.62204  48.8488  2.62204  48.8488     3       198      43
 2.62224  48.8501  2.62224  48.8501     3       854      48
 2.62236  48.8512  2.62236  48.8512     3       930      33
 2.6222   48.8498  2.6222   48.8498     3       724      30
 2.62197  48.8499  2.62197  48.8499     3       130      48
 2.62224  48.8493  2.62224  48.8493     3       724      35
 2.62239  48.8501  2.62239  48.8501     3       943      48
 2.60527  48.8498  2.60527  48.8498     7       845      88
 2.61936  48.8496  2.61936  48.8496     7       648      60
 2.6194   48.8497  2.6194   48.8497     7       845      60
 2.62212  48.8492  2.62212  48.8492     7       450      89
 2.6207   48.8493  2.6207   48.8493    17       198      46
 2.62074  48.8497  2.62074  48.8497    17       130      47
 2.61172  48.8528  2.61172  48.8528     3       409      34
 2.62213  48.8523  2.62213  48.8523     3      1348      10
 2.62236  48.8512  2.62236  48.8512     3       840      35
 2.62271  48.8523  2.62271  48.8523     3      1438      10
  2.625   48.8516   2.625   48.8516    10      1444      38
 2.63412  48.8515  2.63412  48.8515     3       271      38
 2.62275  48.8526  2.62275  48.8526     3      1387      10
 2.63448  48.8559  2.63448  48.8559     3       379      47
 2.62217  48.8527  2.62217  48.8527     3      1461      10
 2.64557  48.8638  2.64557  48.8638     3       833      32
 2.64591  48.8691  2.64591  48.8691     3       489      36
 2.63625  48.8689  2.63625  48.8689     3       88       47
 2.64269  48.8699  2.64269  48.8699     3       172      41
 2.64377  48.8706  2.64377  48.8706    10       489      58
 2.64591  48.8691  2.64591  48.8691     3       535      34
 2.64814  48.8717  2.64814  48.8717     3       96       14
 2.64784  48.8723  2.64784  48.8723     3       96       51
 2.64751  48.8729  2.64751  48.8729     3       96       45
 2.63779  48.871   2.63779  48.871     10       153      30
 2.63247  48.8714  2.63247  48.8714     3       30       49
 2.63838  48.8739  2.63838  48.8739     3       97       47
 2.60928  48.8708  2.60928  48.8708     3       118      46
 2.63625  48.8689  2.63625  48.8689     3       139      46
 2.63247  48.8714  2.63247  48.8714     3       44       49
 2.64269  48.8699  2.64269  48.8699     3       158      42
 2.64114  48.8743  2.64114  48.8743     3       165      40
 2.64459  48.8731  2.64459  48.8731     3        7       51
 2.65281  48.8837  2.65281  48.8837     3       708      12
 2.63838  48.8739  2.63838  48.8739     3       109      46
 2.64114  48.8743  2.64114  48.8743     3       158      41
 2.63749  48.8795  2.63749  48.8795     3       262      37
 2.65007  48.8784  2.65007  48.8784     3       103      48
 2.65247  48.8838  2.65247  48.8838     3       605      13
 2.64334  48.8837  2.64334  48.8837     3       494      44
 2.65266  48.884   2.65266  48.884      3       494      14
 2.65331  48.8837  2.65331  48.8837     3       708      30
 2.63749  48.8795  2.63749  48.8795     3       268      36
 2.64334  48.8837  2.64334  48.8837     3       605      40
 2.63392  48.8833  2.63392  48.8833     3       743      52
 2.63392  48.8833  2.63392  48.8833     3       859      47
 2.63312  48.8832  2.63312  48.8832     3       194      60
 2.63307  48.8833  2.63307  48.8833     5       571      36
 2.61888  48.881   2.61888  48.881      3       211      58
 2.63312  48.8832  2.63312  48.8832     3       881      50
 2.63289  48.8857  2.63289  48.8857    10       227      52
 2.62071  48.8867  2.62071  48.8867     5       502      37
 2.63273  48.8832  2.63273  48.8832     5       555      30
 2.74226  48.8655  2.74226  48.8655     3       160      75
 2.74742  48.8716  2.74742  48.8716     5       112      48
 2.74312  48.8608  2.74312  48.8608     5       137      47
 2.75444  48.8586  2.75444  48.8586     3       263      71
 2.74724  48.8769  2.74724  48.8769    10       373      44
 2.73912  48.8787  2.73912  48.8787     3       560      46
 2.74742  48.8716  2.74742  48.8716     5       87       48
 2.75338  48.879   2.75338  48.879      3       713      40
 2.77482  48.8823  2.77482  48.8823     5       99       47
 2.77234  48.8823  2.77234  48.8823     5       152      47
 2.77835  48.8821  2.77835  48.8821     3       404      50
 2.77482  48.8823  2.77482  48.8823     5       152      42
 2.77482  48.8822  2.77482  48.8822     3       240      53
 2.77543  48.8575  2.77543  48.8575    10        5       142
 2.77376  48.8551  2.77376  48.8551     5       110      50
 2.76829  48.8614  2.76829  48.8614     5       336      44
 2.76736  48.8547  2.76736  48.8547     5       113      49
 2.76829  48.8614  2.76829  48.8614     5       194      47
 2.76627  48.8671  2.76627  48.8671     5       336      46
 2.77092  48.8686  2.77092  48.8686    10       246      318
 2.7738   48.8738  2.7738   48.8738     5       262      46
 2.76627  48.8671  2.76627  48.8671     5       194      50
 2.76845  48.8844  2.76845  48.8844    10       127      124
 2.77234  48.8823  2.77234  48.8823     5       99       48
 2.7639   48.8808  2.7639   48.8808     5       71       48
 2.7721   48.8855  2.7721   48.8855     5       238      45
 2.75698  48.8791  2.75698  48.8791     3       240      53
 2.76592  48.8806  2.76592  48.8806     3       305      53
 2.7639   48.8808  2.7639   48.8808     5       99       48
 2.75695  48.8792  2.75695  48.8792     5       71       48
 2.7615   48.8828  2.7615   48.8828    10       309      67
 2.75338  48.879   2.75338  48.879      3       586      45
 2.75698  48.8791  2.75698  48.8791     3       305      53
 2.75695  48.8792  2.75695  48.8792     5       99       48
 2.77482  48.8822  2.77482  48.8822     3       305      53
 2.76592  48.8806  2.76592  48.8806     3       240      55
 2.80599  48.8608  2.80599  48.8608     5       128      48
 2.80346  48.8565  2.80346  48.8565     5       54       49
 2.80865  48.8842  2.80865  48.8842     3       98       57
  2.82    48.8847   2.82    48.8847     6       138      48
 2.79959  48.8564  2.79959  48.8564     5       42       49
 2.79727  48.8585  2.79727  48.8585     5       41       51
 2.79788  48.8664  2.79788  48.8664     5       41       49
  2.797   48.8585   2.797   48.8585     5       42       45
 2.78638  48.8441  2.78638  48.8441    10       218      79
 2.78163  48.8431  2.78163  48.8431     3       135      76
 2.78604  48.8404  2.78604  48.8404     5       360      60
 2.78642  48.8402  2.78642  48.8402     5       383      47
 2.77994  48.8394  2.77994  48.8394     5       54       59
 2.78688  48.8403  2.78688  48.8403     3       387      48
 2.78966  48.8385  2.78966  48.8385     6       209      47
 2.79788  48.8443  2.79788  48.8443     3       173      57
 2.7865   48.8405  2.7865   48.8405     5       387      42
 2.78966  48.8385  2.78966  48.8385     6       213      47
 2.79244  48.8367  2.79244  48.8367     5       686      40
 2.79656  48.8346  2.79656  48.8346     3       121      87
 2.79287  48.8367  2.79287  48.8367     5       689      40
 2.79193  48.8354  2.79193  48.8354    17       578      42
 2.79267  48.8365  2.79267  48.8365     5       108      48
 2.79309  48.8364  2.79309  48.8364     5       152      40
 2.82019  48.852   2.82019  48.852      5       617      45
 2.81749  48.8583  2.81749  48.8583     5       94       48
 2.82046  48.8521  2.82046  48.8521     5       600      36
 2.82669  48.851   2.82669  48.851      3       527      50
 2.8015   48.8554  2.8015   48.8554     5       37       50
 2.80288  48.856   2.80288  48.856      5       17       60
 2.79999  48.8545  2.79999  48.8545     5       31       50
 2.79968  48.8545  2.79968  48.8545     5        6       48
 2.80361  48.8565  2.80361  48.8565     5       128      51
 2.80303  48.856   2.80303  48.856      5       127      60
 2.80302  48.8558  2.80302  48.8558     5       17       45
 2.80276  48.8559  2.80276  48.8559     5       127      45
 2.80287  48.8558  2.80287  48.8558     5        5       48
 2.80141  48.8552  2.80141  48.8552     5       132      49
 2.80011  48.8545  2.80011  48.8545     5       117      60
 2.79961  48.8544  2.79961  48.8544     5        2       51
 2.79991  48.8544  2.79991  48.8544     5       117      60
 2.79991  48.8542  2.79991  48.8542     5       31       60
 2.79968  48.8543  2.79968  48.8543     5       117      60
 2.80271  48.8553  2.80271  48.8553     5       21       50
 2.81645  48.8507  2.81645  48.8507     3       477      51
 2.82035  48.8519  2.82035  48.8519     3       769      48
 2.79993  48.8565  2.79993  48.8565     5       41       49
 2.80363  48.8547  2.80363  48.8547     5        1       50
 2.8032   48.8541  2.8032   48.8541     5       19       50
 2.80267  48.8541  2.80267  48.8541     5       24       51
 2.80122  48.8544  2.80122  48.8544     5       17       50
 2.80604  48.8515  2.80604  48.8515     5       56       49
 2.8016   48.8539  2.8016   48.8539     5       31       52
 2.80025  48.8544  2.80025  48.8544     5       15       45
 2.80015  48.8544  2.80015  48.8544     5        2       45
 2.81307  48.8402  2.81307  48.8402    17       348      46
 2.81822  48.8418  2.81822  48.8418    17       12       50
 2.81552  48.8464  2.81552  48.8464     5       476      47
 2.90973  48.9823  2.90973  48.9823     6       310      45
 2.90363  48.9719  2.90363  48.9719     6       48       49
 2.89161  48.9818  2.89161  48.9818     3       153      68
 2.90823  48.9719  2.90823  48.9719     5       162      68
 2.87216  48.9665  2.87216  48.9665     6       75       49
 2.87326  48.9608  2.87326  48.9608     6       226      45
 2.8698   48.9569  2.8698   48.9569     3      1289      56
 2.87377  48.9585  2.87377  48.9585     3      1154      65
 2.86552  48.9556  2.86552  48.9556     5       619      60
 2.8698   48.9569  2.8698   48.9569     3      1154      26
 2.86492  48.9567  2.86492  48.9567     3       670      65
 2.88077  48.9455  2.88077  48.9455     6      1130      40
 2.88086  48.9504  2.88086  48.9504     6      1215      46
 2.88071  48.9436  2.88071  48.9436     6      1130      40
 2.88077  48.9455  2.88077  48.9455     6      1183      39
 2.9111   48.9574  2.9111   48.9574     6       85       51
 2.91206  48.9576  2.91206  48.9576     6       94       60
 2.92488  48.9579  2.92488  48.9579     3       85       89
 2.9119   48.9575  2.9119   48.9575     3       85       90
 2.91064  48.9575  2.91064  48.9575     6       82       49
 2.91153  48.9576  2.91153  48.9576     6       82       60
 2.91226  48.9577  2.91226  48.9577    17       12       49
 2.91224  48.9523  2.91224  48.9523     5       150      46
 2.9124   48.9527  2.9124   48.9527     5       150      51
 2.91265  48.9546  2.91265  48.9546     5       251      44
 2.91201  48.9524  2.91201  48.9524     5       150      60
 2.91339  48.9484  2.91339  48.9484    10       150      19
 2.91263  48.9525  2.91263  48.9525     5       251      47
 2.88241  48.955   2.88241  48.955      6       613      44
 2.89517  48.9569  2.89517  48.9569     3       138      87
 2.88068  48.9548  2.88068  48.9548     6      1130      39
 2.88027  48.9561  2.88027  48.9561     3       105      120
 2.88062  48.9561  2.88062  48.9561     3       498      18
 2.88086  48.9504  2.88086  48.9504     6      1130      48
 2.88171  48.9539  2.88171  48.9539     6       613      39
 2.88068  48.9548  2.88068  48.9548     6       603      45
 2.91269  48.9579  2.91269  48.9579     5       150      36
 2.91182  48.9634  2.91182  48.9634     5       263      46
 2.91269  48.9579  2.91269  48.9579     5       263      30
 2.91268  48.9571  2.91268  48.9571     5       150      47
 2.91265  48.9546  2.91265  48.9546     5       150      47
 2.91268  48.9571  2.91268  48.9571     5       251      45
 2.91037  48.9574  2.91037  48.9574     3       85       60
 2.90293  48.9579  2.90293  48.9579     3       82       89
 2.88811  48.9571  2.88811  48.9571     6      1132      39
 2.89194  48.9563  2.89194  48.9563     3       138      87
 2.88654  48.9577  2.88654  48.9577     3      1261      64
 2.89234  48.9575  2.89234  48.9575     6       129      49
 2.89883  48.9509  2.89883  48.9509    10      2376      79
 2.88519  48.9571  2.88519  48.9571     6      1132       9
 2.88281  48.9571  2.88281  48.9571     6      1150       4
 2.88343  48.9576  2.88343  48.9576     6      1266      38
 2.88654  48.9577  2.88654  48.9577     3       138      86
 2.8834   48.9584  2.8834   48.9584     3      1261      75
 2.88027  48.9561  2.88027  48.9561     3       410      120
 2.87867  48.9573  2.87867  48.9573     3       224      120
 2.88062  48.9561  2.88062  48.9561     3       719      13
 2.88039  48.9562  2.88039  48.9562     3       431      23
 2.88082  48.9567  2.88082  48.9567     6       498      42
 2.88082  48.9567  2.88082  48.9567     6      1150      18
 2.88151  48.9571  2.88151  48.9571     6       498      42
 2.88281  48.9571  2.88281  48.9571     6      1110      10
 2.88151  48.9571  2.88151  48.9571     6      1150      18
 2.94278  48.9585  2.94278  48.9585     3       97       88
 2.92488  48.9579  2.92488  48.9579     3       94       89
 2.86405  48.9573  2.86405  48.9573     3       45       72
 2.90293  48.9579  2.90293  48.9579     3       85       89
 2.89556  48.9582  2.89556  48.9582     6       129      48
 2.89619  48.959   2.89619  48.959      6       52       53
 2.89619  48.959   2.89619  48.959      6       48       53
 2.89783  48.9619  2.89783  48.9619     6       52       49
 2.88321  48.9582  2.88321  48.9582     6      1266      40
 2.8834   48.9584  2.8834   48.9584     3       138      100
 2.88017  48.9585  2.88017  48.9585     3      1261      64
 2.87448  48.9601  2.87448  48.9601     3      1380      52
 2.87386   48.96   2.87386   48.96      3      1364      60
 2.87377  48.9585  2.87377  48.9585     3      1289      90
 2.8739   48.9599  2.8739   48.9599     3      1380      60
 2.87867  48.9573  2.87867  48.9573     3       98       128
 2.88017  48.9585  2.88017  48.9585     3      1404      61
 2.87612  48.9593  2.87612  48.9593     3      1364      87
 2.87448  48.9601  2.87448  48.9601     3      1364      84
 2.87612  48.9593  2.87612  48.9593     3      1380      60
 2.90363  48.9719  2.90363  48.9719     6       52       49
 2.90042  48.9664  2.90042  48.9664     6       48       49
 2.67663  48.8679  2.67663  48.8679     6      1289      44
 2.67934  48.8673  2.67934  48.8673     5      1617      74
 2.66572  48.8887  2.66572  48.8887     7      2485      96
 2.65103  48.9034  2.65103  48.9034     7      1820      113
 2.6025   48.8863  2.6025   48.8863    10       687      43
 2.60762  48.8884  2.60762  48.8884     3       853      38
 2.6028   48.8836  2.6028   48.8836     3       158      48
 2.62005  48.8304  2.62005  48.8304     7      1967      86
 2.89783  48.9619  2.89783  48.9619     6       48       49
 2.90042  48.9664  2.90042  48.9664     6       52       50
 2.86492  48.9567  2.86492  48.9567     3       598      70
 2.85912  48.9574  2.85912  48.9574     6       670      76
 2.88219  48.9565  2.88219  48.9565     6       613      40
 2.7045   49.0602  2.7045   49.0602     5       41       50
 2.70353  49.0588  2.70353  49.0588     5       464      40
 2.70384  49.0587  2.70384  49.0587     5       274      60
 2.68088  49.0701  2.68088  49.0701     3       615      57
 2.68179  49.0693  2.68179  49.0693     3       224      90
 2.68164  49.0693  2.68164  49.0693     5       293      40
 2.70159  49.0567  2.70159  49.0567     7      1200      60
 2.70364  49.0593  2.70364  49.0593     7       731      105
 2.70268  49.0577  2.70268  49.0577     5       459      44
 2.69433  49.0499  2.69433  49.0499     7      1200      107
 2.7017   49.0567  2.7017   49.0567     7      1190      60
 2.70381  49.0597  2.70381  49.0597     7       773      106
 2.70432  49.0617  2.70432  49.0617     3       39       45
 2.70896  49.0651  2.70896  49.0651     7       772      106
 2.70559  49.0621  2.70559  49.0621     7       772      103
 2.68088  49.0701  2.68088  49.0701     3       517      63
 2.67973  49.0712  2.67973  49.0712     3       615      60
 2.68478  49.0547  2.68478  49.0547     3       168      41
 2.69509  49.0566  2.69509  49.0566     3       202      40
 2.69164  49.046   2.69164  49.046      5        3       50
 2.68179  49.0693  2.68179  49.0693     3       277      90
 2.6918   49.0646  2.6918   49.0646     6       224      47
 2.68206  49.0625  2.68206  49.0625     3       338      75
 2.68228  49.0557  2.68228  49.0557     3       293      120
 2.68226  49.0521  2.68226  49.0521    10       557      19
 2.68478  49.0547  2.68478  49.0547     3       205      40
 2.67669  49.0536  2.67669  49.0536     3       397      35
 2.68132  49.0551  2.68132  49.0551     3       338      72
 2.68164  49.0693  2.68164  49.0693     5       338      30
 2.68206  49.0625  2.68206  49.0625     3       293      77
 2.66123  49.0461  2.66123  49.0461     3       322      76
 2.67238  49.0522  2.67238  49.0522     3       482      60
 2.67865  49.0469  2.67865  49.0469     6       88       49
 2.67669  49.0536  2.67669  49.0536     3       514      31
 2.67238  49.0522  2.67238  49.0522     3       397      60
 2.68132  49.0551  2.68132  49.0551     3       293      72
 2.68189  49.0554  2.68189  49.0554     3       338      82
 2.68228  49.0557  2.68228  49.0557     3       338      120
 2.68189  49.0554  2.68189  49.0554     3       293      90
 2.69509  49.0566  2.69509  49.0566     3       168      41
 2.7018   49.0589  2.7018   49.0589     3       202      45
 2.7018   49.0589  2.7018   49.0589     3       168      45
 2.70214  49.0589  2.70214  49.0589     5       460      40
 2.7018   49.0594  2.7018   49.0594     3       275      41
 2.70214  49.0589  2.70214  49.0589     5       440      40
 2.70211  49.0588  2.70211  49.0588     5       428      43
 2.70284  49.0589  2.70284  49.0589     5       285      44
 2.70183  49.0577  2.70183  49.0577     5       428      42
 2.70338  49.0586  2.70338  49.0586     5       229      48
 2.70369  49.0586  2.70369  49.0586     5       230      50
 2.70353  49.0588  2.70353  49.0588     5       285      60
 2.70284  49.0589  2.70284  49.0589     5       692      28
 2.70384  49.0587  2.70384  49.0587     5       494      40
 2.71021  49.0573  2.71021  49.0573     5       505      37
 2.6918   49.0646  2.6918   49.0646     6       277      46
 2.7018   49.0594  2.7018   49.0594     3       260      41
 2.66431  49.0531  2.66431  49.0531     3       31       30
 2.66853  49.0527  2.66853  49.0527     5       31       50
 2.68363  49.0397  2.68363  49.0397     7      1190      115
 2.68429  49.0399  2.68429  49.0399     5       408      44
 2.68228  49.0388  2.68228  49.0388     3      1469      120
 2.68585  49.0419  2.68585  49.0419     7      1190      103
 2.68344  49.0398  2.68344  49.0398     7      1200      115
 2.68912  49.0434  2.68912  49.0434    10       426      20
 2.70012  49.039   2.70012  49.039      5        3       50
 2.69679  49.0352  2.69679  49.0352     3       31       69
 2.69025  49.0393  2.69025  49.0393     3       194      63
 2.70582  49.0406  2.70582  49.0406     3       11       32
 2.72723  49.0448  2.72723  49.0448     3        3       70
 2.70012  49.039   2.70012  49.039      5       11       50
 2.70582  49.0406  2.70582  49.0406     3        3       32
 2.69679  49.0352  2.69679  49.0352     3       17       70
 2.69977  49.0221  2.69977  49.0221     3       31       49
 2.67865  49.0469  2.67865  49.0469     6       11       50
 2.68368  49.0403  2.68368  49.0403     5       269      47
 2.68538  49.0413  2.68538  49.0413     7        3       120
 2.69025  49.0393  2.69025  49.0393     3       411      54
 2.68538  49.0413  2.68538  49.0413     7       194      120
 2.7022   49.0603  2.7022   49.0603     3       39       46
 2.58071  48.8496  2.58071  48.8496     3       277      40
 2.58393  48.8498  2.58393  48.8498     3       361      40
 2.58067  48.8502  2.58067  48.8502     3       484      54
 2.5755   48.8983  2.5755   48.8983     5       187      46
 2.57721  48.8954  2.57721  48.8954     3       345      36
 2.5831   48.891   2.5831   48.891      3       541      30
 2.58287  48.8597  2.58287  48.8597     3       578      28
 2.58485  48.8553  2.58485  48.8553     3       418      33
 2.6027   48.9393  2.6027   48.9393     5       296      45
 2.6047   48.9396  2.6047   48.9396     5       201      45
 2.60296  48.9375  2.60296  48.9375     3       304      42
 2.60247  48.9391  2.60247  48.9391     5       66       60
 2.60286  48.9391  2.60286  48.9391     5       146      51
 2.73009  49.0969  2.73009  49.0969    10       772      192
 2.72102  49.0746  2.72102  49.0746     7       812      108
 3.02933  49.0675  3.02933  49.0675    10       23       471
 3.00431  49.0545  3.00431  49.0545     6       13       90
 3.02381  49.0487  3.02381  49.0487     5       10       90
 2.67235  49.0722  2.67235  49.0722    10       615      92
 2.67973  49.0712  2.67973  49.0712     3       517      66
 2.71021  49.0573  2.71021  49.0573     5       494      37
 2.7324   49.0524  2.7324   49.0524     5       505      78
 2.72723  49.0448  2.72723  49.0448     3       11       70
 2.7324   49.0524  2.7324   49.0524     5       494      78
 2.77085  49.0428  2.77085  49.0428     3       508      63
 3.00431  49.0545  3.00431  49.0545     6       12       90
 2.95416  49.0372  2.95416  49.0372     5       65       89
 3.00794  49.0321  3.00794  49.0321     5       96       88
 2.97613  49.0296  2.97613  49.0296     6       39       89
 2.80239  49.0413  2.80239  49.0413    10       386      111
 2.80225  49.0374  2.80225  49.0374     6       632      82
 2.8398   49.0369  2.8398   49.0369     5       49       89
 2.79783  49.0419  2.79783  49.0419     6       229      87
 2.80167  49.0371  2.80167  49.0371     3       556      30
 2.79867  49.0372  2.79867  49.0372     3       544      62
 2.95416  49.0372  2.95416  49.0372     5       66       89
 2.91358  49.0352  2.91358  49.0352     5       65       88
 2.80225  49.0374  2.80225  49.0374     6       644      82
 2.80167  49.0371  2.80167  49.0371     3       544      30
 2.82857  49.0163  2.82857  49.0163     3       301      71
 2.8398   49.0369  2.8398   49.0369     5       47       89
 2.88786  49.035   2.88786  49.035      5       49       88
 2.88786  49.035   2.88786  49.035      5       47       88
 2.90253  49.034   2.90253  49.034      5       66       88
 2.88774  49.0112  2.88774  49.0112     5       18       90
 2.91358  49.0352  2.91358  49.0352     5       66       88
 2.90253  49.034   2.90253  49.034      5       65       88
 3.03448  49.033   3.03448  49.033     10       194      272
 3.02381  49.0487  3.02381  49.0487     5       11       90
 3.00794  49.0321  3.00794  49.0321     5       90       88
 3.0316   49.0248  3.0316   49.0248     5       182      88
 3.09848  49.0202  3.09848  49.0202     5       108      88
 3.03713  49.0242  3.03713  49.0242     5       118      86
 3.0316   49.0248  3.0316   49.0248     5       174      88
 3.03713  49.0242  3.03713  49.0242     5       108      86
 2.99784  48.999   2.99784  48.999      5       180      72
 3.04668  49.0112  3.04668  49.0112     5       120      87
 2.97613  49.0296  2.97613  49.0296     6       43       89
 2.94369  49.0131  2.94369  49.0131     6       39       90
 2.68219  49.0084  2.68219  49.0084     3       16       49
 2.69977  49.0221  2.69977  49.0221     3       17       50
 2.70035  48.9897  2.70035  48.9897     3       54       68
 2.74697  49.0241  2.74697  49.0241     3       49       49
 2.85764  48.9945  2.85764  48.9945     3       301      83
 2.82857  49.0163  2.82857  49.0163     3       301      71
  2.865   48.9797   2.865   48.9797     5       51       92
 2.86757  48.9756  2.86757  48.9756     5       226      84
 2.86097  48.9754  2.86097  48.9754     3       165      68
 2.8647   48.9851  2.8647   48.9851     3       182      86
 2.66291  48.9723  2.66291  48.9723     3       285      80
 2.65426  48.9712  2.65426  48.9712     5       45       49
 2.66577  48.9577  2.66577  48.9577     3       213      83
 2.67268  48.9678  2.67268  48.9678     5       71       88
 2.69577  48.9703  2.69577  48.9703    10       160      17
 2.73061  48.9693  2.73061  48.9693     3       36       59
 2.70035  48.9897  2.70035  48.9897     3       48       68
 2.69856  48.9642  2.69856  48.9642     3       132      66
 2.69255  48.9678  2.69255  48.9678     5       34       89
 3.03911  48.9524  3.03911  48.9524     3       222      85
 3.01264  48.9561  3.01264  48.9561     3       168      87
 2.6876   48.949   2.6876   48.949      6       545      105
 2.69819  48.9485  2.69819  48.9485     6       498      105
 2.69151  48.948   2.69151  48.948      3       132      32
 2.69458  48.9541  2.69458  48.9541     3       147      65
 2.6876   48.949   2.6876   48.949      6       498      105
 2.67817  48.9468  2.67817  48.9468     6       728      102
 2.72287  48.9487  2.72287  48.9487    17       189      69
 2.72173  48.948   2.72173  48.948      6       499      100
 2.72465  48.9482  2.72465  48.9482     6       624      73
 2.69819  48.9485  2.69819  48.9485     6       591      105
 2.70837  48.9476  2.70837  48.9476     6       784      102
 2.69151  48.948   2.69151  48.948      3       101      33
 2.6898   48.9465  2.6898   48.9465     3       112      72
 2.6911   48.9462  2.6911   48.9462     5       286      76
 2.6898   48.9465  2.6898   48.9465     3       367      60
 2.68742  48.9462  2.68742  48.9462     3       39       45
 2.68949  48.9454  2.68949  48.9454     3       73       34
 2.69779  48.9467  2.69779  48.9467     5       286      83
 2.68472  48.9435  2.68472  48.9435    10       245      40
 2.68394  48.9472  2.68394  48.9472     5       183      85
 2.68742  48.9462  2.68742  48.9462     3       162      43
 2.68584  48.9454  2.68584  48.9454     3       90       33
 2.67817  48.9468  2.67817  48.9468     6       498      104
 2.6797   48.9454  2.6797   48.9454     5       153      86
 2.67217  48.9448  2.67217  48.9448     6       728      104
 2.68584  48.9454  2.68584  48.9454     3       247      30
 2.67898  48.9409  2.67898  48.9409     3       90       68
 2.68678  48.9428  2.68678  48.9428    10       73       41
 2.68949  48.9454  2.68949  48.9454     3       205      31
 3.01239  48.9195  3.01239  48.9195     5       121      73
 2.96987  48.9483  2.96987  48.9483     5       82       48
 2.67898  48.9409  2.67898  48.9409     3       247      61
 2.66225  48.9286  2.66225  48.9286     3       120      77
 2.66976  48.9397  2.66976  48.9397     3       26       59
 2.65937  48.9157  2.65937  48.9157     5       252      45
 2.64184  48.9285  2.64184  48.9285     5       13       50
 2.66225  48.9286  2.66225  48.9286     3       273      72
 2.64799  48.916   2.64799  48.916      3       155      66
 2.69828  48.9137  2.69828  48.9137     5       126      88
 2.71203  48.9114  2.71203  48.9114     3       211      83
 2.71951  48.9212  2.71951  48.9212     3       314      79
 2.64799  48.916   2.64799  48.916      3       279      63
 2.63337  48.9142  2.63337  48.9142     3       178      47
 2.64206  48.9117  2.64206  48.9117     3       111      68
 2.62889  48.9101  2.62889  48.9101     5       573      62
 2.63822  48.9113  2.63822  48.9113     5       648      53
